wl_position,days_before_travel,class_type,train_type,route_demand_score,season_index,day_of_week,confirmed
43,11,1A,Duronto,0.8368,0.1615,Sun,0
34,47,SL,Superfast,0.086,0.1881,Wed,0
9,27,SL,Rajdhani,0.657,0.2968,Sat,1
26,66,2A,Mail,0.5757,0.7868,Wed,0
2,116,1A,Express,0.6319,0.1195,Fri,1
53,62,1A,Mail,0.4435,0.0707,Sun,0
9,47,3A,Rajdhani,0.7051,0.5519,Thu,1
9,41,2A,Mail,0.6643,0.5508,Sat,1
40,51,SL,Superfast,0.8526,0.6221,Sat,0
17,4,3A,Superfast,0.9137,0.7608,Fri,1
1,76,1A,Superfast,0.2069,0.0908,Wed,0
25,11,3A,Superfast,0.7421,0.5844,Sat,1
43,58,1A,Rajdhani,0.5447,0.4833,Mon,1
40,64,SL,Duronto,0.2951,0.3654,Sat,0
42,51,2A,Superfast,0.1913,0.0944,Fri,0
25,42,2A,Mail,0.2406,0.5304,Sun,0
39,82,SL,Rajdhani,0.4041,0.0347,Sun,1
35,92,3A,Rajdhani,0.4844,0.9719,Wed,0
3,62,3A,Express,0.3166,0.8836,Fri,1
50,110,2A,Superfast,0.3767,0.8966,Mon,0
37,49,3A,Mail,0.9119,0.2931,Thu,0
44,111,SL,Duronto,0.1909,0.1726,Wed,0
44,38,1A,Duronto,0.0441,0.0968,Thu,0
51,41,3A,Mail,0.7427,0.4492,Fri,0
30,88,2A,Rajdhani,0.3365,0.0427,Tue,0
38,79,2A,Mail,0.2561,0.7604,Fri,0
34,16,SL,Express,0.9474,0.5029,Thu,0
12,91,2A,Rajdhani,0.3686,0.7077,Sun,0
19,102,SL,Express,0.4193,0.7103,Thu,1
37,42,3A,Duronto,0.6088,0.5115,Wed,0
44,48,3A,Superfast,0.394,0.7405,Sat,0
59,4,3A,Express,0.8261,0.9411,Tue,0
59,0,SL,Mail,0.4479,0.0083,Wed,0
49,66,2A,Superfast,0.3854,0.2398,Sun,1
17,111,SL,Duronto,0.5723,0.9038,Sun,1
10,23,3A,Mail,0.9289,0.701,Fri,1
57,28,3A,Express,0.5344,0.5678,Wed,0
55,14,3A,Mail,0.3101,0.546,Sat,0
49,3,3A,Superfast,0.3416,0.4012,Sun,0
47,43,3A,Mail,0.1975,0.5983,Mon,0
12,64,SL,Express,0.6273,0.6282,Wed,0
16,112,3A,Rajdhani,0.0291,0.3656,Wed,0
24,119,SL,Duronto,0.6872,0.3821,Mon,1
19,78,SL,Duronto,0.8971,0.2294,Sat,1
8,87,3A,Superfast,0.6515,0.5745,Fri,1
31,115,3A,Mail,0.8421,0.5089,Fri,0
21,30,1A,Mail,0.085,0.4609,Thu,0
17,19,3A,Express,0.7345,0.6116,Sun,0
23,9,SL,Duronto,0.7582,0.6497,Fri,1
37,10,2A,Duronto,0.341,0.4006,Mon,0
54,81,SL,Superfast,0.7023,0.7966,Sat,1
16,97,3A,Duronto,0.4333,0.0778,Wed,1
6,27,SL,Express,0.7197,0.4004,Mon,1
8,37,2A,Express,0.6973,0.5975,Sat,1
25,79,2A,Duronto,0.3016,0.1496,Wed,1
18,23,2A,Superfast,0.0281,0.2268,Mon,1
25,38,SL,Express,0.7791,0.6211,Fri,1
12,118,2A,Superfast,0.2936,0.5378,Mon,0
15,50,2A,Mail,0.5752,0.2111,Mon,1
59,75,SL,Duronto,0.6251,0.4182,Sun,0
26,49,3A,Mail,0.885,0.7971,Wed,0
41,105,2A,Mail,0.0287,0.5454,Thu,0
45,6,1A,Duronto,0.5329,0.7802,Sun,0
26,99,1A,Mail,0.6341,0.2644,Thu,0
47,80,SL,Duronto,0.6109,0.0917,Thu,0
32,112,2A,Superfast,0.7587,0.2941,Wed,0
10,67,SL,Mail,0.0614,0.0722,Sun,1
16,52,3A,Mail,0.2293,0.3382,Tue,0
7,36,SL,Express,0.6406,0.6245,Sun,1
17,96,SL,Mail,0.3377,0.3182,Wed,0
23,82,1A,Rajdhani,0.2596,0.1826,Mon,0
26,53,2A,Mail,0.377,0.0685,Thu,0
21,89,SL,Mail,0.8662,0.3855,Wed,1
22,54,1A,Express,0.2125,0.9666,Sat,0
58,74,3A,Rajdhani,0.8002,0.6554,Tue,0
7,30,SL,Superfast,0.3605,0.8002,Tue,1
14,64,SL,Duronto,0.6694,0.649,Mon,1
15,103,SL,Mail,0.1445,0.6952,Fri,0
53,99,3A,Superfast,0.1671,0.5819,Sat,0
7,92,1A,Superfast,0.1319,0.5651,Sun,1
9,88,3A,Duronto,0.8434,0.5325,Sun,1
51,58,SL,Duronto,0.7003,0.3848,Sat,0
48,117,1A,Superfast,0.8809,0.6207,Tue,1
8,46,SL,Rajdhani,0.6249,0.8045,Mon,1
50,48,1A,Express,0.6427,0.639,Thu,0
59,17,SL,Superfast,0.5276,0.1975,Thu,0
23,2,1A,Duronto,0.0587,0.2836,Fri,0
29,17,2A,Express,0.0353,0.6982,Thu,0
18,57,3A,Duronto,0.4934,0.0859,Sun,1
31,70,SL,Superfast,0.4964,0.6095,Fri,0
30,91,1A,Express,0.2238,0.601,Sat,0
52,80,SL,Duronto,0.5882,0.1171,Sun,1
39,24,1A,Duronto,0.8997,0.3074,Sat,1
35,17,3A,Rajdhani,0.7828,0.1943,Sat,0
18,51,2A,Duronto,0.5666,0.7403,Thu,1
59,103,SL,Mail,0.2625,0.8971,Sat,0
42,42,1A,Superfast,0.2391,0.8197,Sun,0
39,66,3A,Mail,0.8318,0.4647,Sun,0
17,88,2A,Superfast,0.368,0.2298,Sat,1
14,6,3A,Rajdhani,0.6139,0.5999,Fri,1
31,110,3A,Superfast,0.8855,0.3422,Wed,1
24,73,SL,Rajdhani,0.3683,0.0459,Wed,1
35,43,3A,Express,0.7031,0.4593,Mon,1
44,43,SL,Mail,0.8016,0.5133,Sat,1
60,50,2A,Mail,0.1492,0.932,Mon,0
45,82,SL,Rajdhani,0.0777,0.4408,Sat,0
34,78,3A,Mail,0.8247,0.2556,Thu,0
3,84,3A,Mail,0.902,0.5316,Sat,1
37,20,1A,Rajdhani,0.4032,0.2002,Tue,0
43,36,3A,Rajdhani,0.4874,0.7493,Thu,0
40,27,SL,Duronto,0.7361,0.5566,Thu,1
26,108,2A,Mail,0.1934,0.105,Sun,0
55,31,1A,Mail,0.0145,0.548,Sat,0
23,56,2A,Express,0.8536,0.2852,Thu,0
44,40,3A,Mail,0.6562,0.1921,Thu,0
39,53,1A,Rajdhani,0.6811,0.0869,Fri,0
15,26,SL,Superfast,0.5782,0.9173,Tue,1
56,86,3A,Duronto,0.561,0.7978,Fri,0
49,73,SL,Rajdhani,0.9745,0.8245,Sun,1
4,39,2A,Superfast,0.6301,0.0696,Tue,1
29,40,1A,Mail,0.1397,0.9898,Wed,0
22,69,SL,Rajdhani,0.2675,0.971,Fri,1
25,23,SL,Mail,0.2773,0.7373,Tue,1
13,17,3A,Express,0.209,0.9214,Wed,1
18,73,SL,Express,0.8641,0.8505,Sat,0
33,55,1A,Duronto,0.5208,0.7142,Tue,0
16,14,2A,Superfast,0.4783,0.4021,Fri,1
45,108,2A,Rajdhani,0.987,0.6448,Wed,1
42,106,1A,Duronto,0.0405,0.7443,Fri,0
44,97,1A,Mail,0.4499,0.3108,Wed,0
2,71,2A,Rajdhani,0.2142,0.4478,Mon,1
55,113,3A,Rajdhani,0.4273,0.989,Fri,0
35,34,SL,Mail,0.1619,0.7093,Wed,0
42,118,SL,Duronto,0.1439,0.5499,Fri,0
34,26,3A,Duronto,0.2673,0.1013,Tue,1
30,88,2A,Express,0.125,0.4876,Mon,0
59,2,2A,Rajdhani,0.948,0.0604,Mon,0
55,20,3A,Duronto,0.1253,0.7502,Thu,0
13,120,3A,Rajdhani,0.4659,0.0756,Mon,1
13,38,1A,Express,0.7794,0.7182,Thu,0
18,31,1A,Superfast,0.8447,0.3686,Thu,0
32,49,2A,Superfast,0.9608,0.0512,Sat,0
32,116,2A,Express,0.5561,0.1988,Tue,0
35,84,SL,Rajdhani,0.3119,0.6186,Tue,0
59,8,2A,Duronto,0.6383,0.7099,Fri,0
39,49,2A,Duronto,0.5938,0.7077,Fri,1
46,0,SL,Mail,0.5902,0.618,Mon,0
52,3,1A,Duronto,0.3561,0.4407,Sat,0
29,3,3A,Rajdhani,0.8785,0.4561,Fri,0
49,112,SL,Rajdhani,0.5549,0.0139,Sat,0
29,89,SL,Express,0.6044,0.2526,Sun,1
53,118,2A,Mail,0.4327,0.6831,Mon,0
44,33,3A,Duronto,0.2324,0.5759,Thu,0
57,26,2A,Rajdhani,0.2244,0.7451,Wed,0
16,14,3A,Rajdhani,0.6314,0.0816,Tue,1
56,108,SL,Superfast,0.013,0.6477,Fri,0
44,31,3A,Rajdhani,0.9329,0.0533,Sun,0
47,40,2A,Mail,0.4361,0.1793,Mon,0
57,70,3A,Duronto,0.8597,0.9977,Mon,0
10,60,3A,Superfast,0.4317,0.7835,Sun,1
30,62,3A,Rajdhani,0.1171,0.5915,Wed,0
25,60,2A,Mail,0.1059,0.5266,Wed,1
39,107,SL,Express,0.0015,0.8176,Thu,0
20,107,1A,Duronto,0.2898,0.3545,Thu,1
5,13,SL,Express,0.4323,0.0911,Tue,1
1,22,3A,Mail,0.0239,0.8036,Fri,1
30,110,1A,Express,0.4538,0.469,Fri,1
49,64,3A,Duronto,0.1298,0.9002,Wed,0
3,31,3A,Mail,0.5397,0.4666,Mon,1
45,40,SL,Rajdhani,0.6154,0.5302,Mon,1
14,25,2A,Express,0.5077,0.7405,Tue,1
56,47,3A,Superfast,0.5176,0.1546,Tue,0
30,72,3A,Express,0.1624,0.0866,Wed,0
50,15,3A,Mail,0.5986,0.2617,Sun,0
4,30,SL,Superfast,0.9768,0.8848,Sun,1
18,65,1A,Mail,0.9758,0.8545,Sun,0
37,31,SL,Mail,0.3491,0.1192,Sun,0
25,9,1A,Superfast,0.7284,0.9728,Tue,1
48,24,2A,Mail,0.4416,0.2491,Tue,0
1,81,3A,Superfast,0.1378,0.8088,Mon,1
53,108,3A,Rajdhani,0.7404,0.7485,Sun,1
46,97,SL,Mail,0.344,0.8466,Sat,1
15,92,SL,Rajdhani,0.7609,0.8911,Mon,1
9,44,1A,Duronto,0.3794,0.2039,Sun,1
15,23,3A,Express,0.175,0.592,Tue,0
49,2,1A,Rajdhani,0.853,0.0813,Tue,0
57,61,3A,Express,0.0519,0.0866,Thu,0
24,78,3A,Superfast,0.3656,0.6885,Wed,1
4,66,SL,Duronto,0.6725,0.5978,Thu,1
12,54,3A,Superfast,0.8864,0.6774,Tue,1
59,94,2A,Mail,0.1611,0.0022,Tue,0
58,9,SL,Express,0.0961,0.0905,Sat,0
37,101,2A,Superfast,0.3021,0.0955,Wed,0
37,54,2A,Express,0.2562,0.2118,Wed,0
43,21,1A,Mail,0.6942,0.495,Sun,0
60,13,1A,Mail,0.2377,0.5847,Tue,0
6,72,1A,Express,0.624,0.5343,Fri,1
39,81,SL,Duronto,0.656,0.3688,Wed,0
56,7,3A,Express,0.8056,0.5286,Fri,1
46,101,2A,Express,0.6034,0.4197,Thu,0
24,14,1A,Superfast,0.921,0.6939,Sun,1
11,109,1A,Express,0.6921,0.8731,Wed,1
13,14,3A,Duronto,0.2424,0.5505,Thu,1
34,51,1A,Duronto,0.9399,0.6346,Mon,0
25,69,2A,Express,0.19,0.7871,Thu,1
7,53,SL,Rajdhani,0.186,0.7792,Tue,1
52,75,1A,Express,0.7423,0.8244,Sun,0
4,41,3A,Superfast,0.519,0.2803,Wed,1
59,18,2A,Rajdhani,0.16,0.2266,Tue,0
8,39,2A,Mail,0.1139,0.7912,Thu,1
20,68,SL,Mail,0.1694,0.7435,Thu,1
29,26,2A,Rajdhani,0.9265,0.1704,Mon,1
54,73,SL,Express,0.5865,0.1595,Sun,0
53,42,2A,Mail,0.7292,0.1008,Sat,0
51,51,3A,Superfast,0.128,0.2778,Mon,0
45,45,SL,Mail,0.3793,0.7087,Mon,1
46,13,2A,Superfast,0.5569,0.8679,Sun,0
10,63,2A,Rajdhani,0.5098,0.9969,Wed,1
43,60,1A,Superfast,0.3726,0.8532,Sun,0
34,97,3A,Duronto,0.0958,0.9819,Fri,0
57,57,1A,Duronto,0.6829,0.1466,Sat,1
26,48,1A,Duronto,0.5979,0.3665,Thu,0
41,78,2A,Duronto,0.4205,0.2034,Fri,0
49,28,SL,Rajdhani,0.927,0.2859,Fri,0
58,118,2A,Superfast,0.756,0.1097,Tue,0
3,25,2A,Express,0.3648,0.8626,Wed,1
56,26,3A,Duronto,0.0528,0.0573,Sun,0
6,66,3A,Duronto,0.8004,0.423,Wed,1
5,66,2A,Mail,0.4401,0.1182,Wed,1
5,34,3A,Duronto,0.4722,0.4523,Thu,1
54,59,1A,Express,0.5874,0.2627,Thu,0
47,60,2A,Express,0.6605,0.6714,Tue,0
23,98,1A,Mail,0.6086,0.9025,Sat,1
49,113,2A,Rajdhani,0.2814,0.0986,Wed,1
9,69,1A,Rajdhani,0.1779,0.0278,Tue,1
35,77,SL,Superfast,0.028,0.467,Thu,0
20,89,2A,Express,0.0131,0.0661,Thu,1
58,2,SL,Express,0.8889,0.1395,Sun,1
49,32,SL,Duronto,0.9945,0.6639,Wed,1
59,41,2A,Duronto,0.3576,0.7726,Sat,1
42,12,3A,Duronto,0.213,0.451,Mon,0
35,28,2A,Superfast,0.3994,0.6366,Tue,0
50,8,2A,Express,0.1032,0.9113,Thu,0
18,31,3A,Duronto,0.6297,0.4755,Tue,1
17,21,1A,Duronto,0.225,0.9896,Mon,1
24,85,3A,Express,0.3174,0.0318,Sat,1
3,57,1A,Duronto,0.8554,0.175,Mon,1
32,56,SL,Mail,0.5691,0.3007,Thu,1
35,97,2A,Mail,0.1348,0.6596,Tue,0
38,9,3A,Rajdhani,0.0955,0.0938,Thu,0
13,24,3A,Express,0.6542,0.6055,Mon,0
56,61,1A,Mail,0.1627,0.4818,Sat,0
47,62,SL,Express,0.1968,0.1208,Tue,0
25,75,2A,Superfast,0.6018,0.6876,Thu,1
9,114,3A,Express,0.9106,0.3978,Wed,1
4,2,1A,Rajdhani,0.5414,0.864,Tue,1
14,82,SL,Rajdhani,0.4683,0.0546,Mon,1
37,96,SL,Superfast,0.8587,0.1522,Fri,1
34,46,1A,Express,0.2935,0.5373,Sun,1
11,54,SL,Express,0.0346,0.9018,Thu,0
41,25,1A,Mail,0.5577,0.8945,Wed,0
56,12,1A,Mail,0.1319,0.0508,Fri,0
3,6,1A,Rajdhani,0.0606,0.2075,Sun,1
59,33,SL,Express,0.097,0.7761,Tue,0
28,21,2A,Duronto,0.1103,0.3073,Sat,0
29,83,2A,Mail,0.6557,0.7903,Mon,0
9,106,3A,Express,0.5824,0.7778,Mon,0
3,22,1A,Superfast,0.3202,0.579,Sat,1
25,47,3A,Mail,0.2431,0.7774,Fri,1
34,13,3A,Rajdhani,0.0007,0.7301,Sun,0
12,93,3A,Rajdhani,0.1589,0.6688,Sat,0
42,86,1A,Rajdhani,0.5755,0.6652,Sat,0
9,110,3A,Rajdhani,0.5565,0.757,Mon,1
15,51,1A,Express,0.7364,0.2014,Thu,0
40,82,SL,Express,0.033,0.2709,Fri,0
25,38,1A,Mail,0.7951,0.1883,Fri,1
5,40,1A,Duronto,0.5818,0.1457,Mon,1
11,35,1A,Rajdhani,0.2729,0.8101,Wed,1
59,5,2A,Duronto,0.4356,0.9743,Mon,0
34,22,SL,Rajdhani,0.7994,0.0349,Wed,0
24,9,1A,Mail,0.4857,0.6451,Fri,1
60,98,2A,Superfast,0.7081,0.5549,Fri,0
15,84,1A,Rajdhani,0.4074,0.1706,Sat,1
38,95,SL,Superfast,0.5464,0.2954,Fri,1
8,59,SL,Rajdhani,0.8328,0.1111,Sat,1
59,29,3A,Duronto,0.4967,0.6304,Tue,0
5,96,2A,Rajdhani,0.5631,0.8602,Thu,0
48,69,1A,Duronto,0.4222,0.782,Wed,0
26,4,1A,Superfast,0.1907,0.1841,Tue,1
18,118,2A,Express,0.9735,0.0311,Wed,1
6,78,2A,Superfast,0.0206,0.515,Sat,1
37,56,3A,Express,0.1242,0.5753,Thu,0
60,42,3A,Mail,0.7127,0.2169,Mon,0
48,51,3A,Mail,0.7407,0.1215,Tue,0
13,88,3A,Mail,0.1564,0.8838,Tue,0
28,76,SL,Mail,0.6338,0.3001,Sun,0
5,5,2A,Rajdhani,0.8849,0.5063,Tue,1
13,100,3A,Superfast,0.8004,0.4693,Sat,1
17,1,1A,Duronto,0.0045,0.9484,Sun,0
50,16,1A,Rajdhani,0.0404,0.3919,Wed,0
40,87,3A,Rajdhani,0.4665,0.9119,Wed,0
45,11,3A,Mail,0.3521,0.3459,Thu,0
32,43,1A,Rajdhani,0.0933,0.9118,Thu,1
29,53,3A,Duronto,0.1928,0.0014,Mon,1
51,77,2A,Superfast,0.943,0.2193,Sun,0
58,6,SL,Mail,0.3679,0.3861,Sun,0
3,117,1A,Mail,0.2213,0.865,Tue,1
56,89,SL,Duronto,0.162,0.8402,Sun,1
40,31,3A,Rajdhani,0.5903,0.2934,Wed,0
34,28,SL,Duronto,0.4645,0.5066,Sat,1
40,45,3A,Express,0.3411,0.546,Sun,1
27,102,3A,Superfast,0.3681,0.9838,Sun,1
13,72,1A,Superfast,0.2022,0.3441,Wed,0
45,77,2A,Duronto,0.7464,0.9541,Thu,0
33,52,SL,Superfast,0.7487,0.504,Wed,1
6,80,SL,Superfast,0.0325,0.6543,Thu,1
24,112,3A,Rajdhani,0.2152,0.6758,Tue,0
19,24,2A,Mail,0.0615,0.5881,Thu,1
16,52,3A,Mail,0.0877,0.63,Sun,0
40,93,1A,Mail,0.9574,0.8978,Fri,0
28,108,1A,Duronto,0.4551,0.4166,Thu,0
33,28,2A,Duronto,0.1994,0.6674,Tue,0
59,92,SL,Mail,0.9655,0.2488,Tue,0
59,81,2A,Express,0.4761,0.7222,Fri,0
48,94,SL,Express,0.6852,0.9893,Sun,0
41,82,SL,Rajdhani,0.9574,0.8106,Fri,1
13,80,SL,Duronto,0.9298,0.1011,Fri,0
43,5,3A,Mail,0.9645,0.6452,Sat,1
45,75,3A,Express,0.8394,0.4024,Tue,0
25,37,2A,Mail,0.7008,0.3941,Fri,0
53,2,3A,Superfast,0.2092,0.3943,Sat,0
42,110,3A,Express,0.1828,0.6897,Wed,0
36,34,1A,Mail,0.3526,0.0534,Mon,0
27,54,2A,Duronto,0.9004,0.3928,Mon,0
38,46,SL,Duronto,0.2471,0.0747,Fri,1
60,32,2A,Superfast,0.2101,0.9114,Thu,0
7,116,3A,Superfast,0.576,0.0563,Thu,1
5,92,SL,Rajdhani,0.2315,0.1354,Wed,1
43,2,1A,Mail,0.5794,0.3521,Mon,0
45,68,2A,Express,0.6515,0.6267,Tue,0
58,58,1A,Express,0.354,0.5234,Mon,0
57,77,SL,Express,0.4543,0.4956,Fri,0
51,99,3A,Rajdhani,0.4673,0.0211,Sun,0
31,117,1A,Mail,0.1205,0.6582,Sat,0
23,91,3A,Superfast,0.1125,0.3733,Fri,1
42,104,2A,Rajdhani,0.1485,0.7121,Mon,0
10,95,SL,Superfast,0.757,0.4224,Wed,1
32,17,3A,Rajdhani,0.7679,0.8314,Sun,0
43,105,SL,Rajdhani,0.4294,0.203,Fri,0
53,103,2A,Express,0.027,0.6847,Wed,0
30,76,2A,Rajdhani,0.0137,0.9069,Thu,1
39,65,2A,Express,0.9592,0.1253,Fri,0
31,115,3A,Express,0.2289,0.9439,Sat,0
18,24,3A,Express,0.168,0.4289,Fri,1
36,19,1A,Duronto,0.0848,0.4134,Wed,0
2,70,3A,Express,0.6994,0.1193,Sat,1
14,74,3A,Mail,0.7274,0.8915,Thu,1
13,68,1A,Mail,0.9583,0.6544,Sat,1
29,28,1A,Rajdhani,0.8427,0.8622,Mon,1
12,17,2A,Superfast,0.0249,0.7103,Sat,0
39,71,3A,Mail,0.8135,0.4552,Sun,0
2,26,3A,Superfast,0.9674,0.4611,Fri,0
32,41,3A,Express,0.5257,0.8489,Wed,0
13,65,2A,Superfast,0.1637,0.4742,Fri,0
46,98,2A,Express,0.2323,0.1513,Mon,0
27,25,1A,Duronto,0.8376,0.3573,Tue,0
49,22,3A,Rajdhani,0.9665,0.8198,Fri,0
41,4,SL,Superfast,0.956,0.026,Sat,1
17,79,SL,Superfast,0.4958,0.5056,Sun,1
40,105,1A,Superfast,0.6168,0.3341,Sat,0
31,10,1A,Rajdhani,0.669,0.3934,Thu,0
34,18,3A,Duronto,0.4243,0.2757,Mon,0
60,79,1A,Rajdhani,0.9387,0.7418,Sat,0
24,95,1A,Mail,0.819,0.9443,Mon,0
45,11,3A,Rajdhani,0.1345,0.3514,Mon,0
35,1,3A,Mail,0.1324,0.4572,Wed,0
48,42,2A,Superfast,0.5607,0.6971,Tue,0
6,21,1A,Duronto,0.5359,0.4676,Thu,1
19,25,SL,Express,0.0188,0.5432,Sat,1
30,32,2A,Duronto,0.4555,0.5601,Sat,0
7,23,SL,Mail,0.9482,0.6412,Wed,1
10,68,1A,Duronto,0.4454,0.4238,Sun,1
41,20,2A,Superfast,0.672,0.1487,Thu,0
32,45,2A,Rajdhani,0.704,0.39,Thu,0
34,17,3A,Mail,0.0304,0.8621,Sun,0
28,102,1A,Mail,0.2788,0.2949,Thu,0
60,4,3A,Mail,0.9381,0.5714,Wed,0
15,7,1A,Superfast,0.5102,0.0835,Sun,0
30,84,1A,Duronto,0.9789,0.7076,Tue,0
37,110,1A,Mail,0.895,0.3936,Thu,0
29,56,1A,Express,0.2806,0.1791,Thu,0
22,4,3A,Mail,0.2668,0.7862,Mon,0
4,12,1A,Duronto,0.3549,0.9813,Fri,1
20,82,1A,Duronto,0.509,0.2852,Wed,0
32,92,2A,Express,0.897,0.0949,Wed,0
36,65,3A,Rajdhani,0.5014,0.1985,Sat,0
50,36,2A,Mail,0.7834,0.7491,Thu,0
4,89,2A,Duronto,0.5789,0.2599,Thu,1
27,28,1A,Express,0.2289,0.1891,Mon,0
17,68,3A,Express,0.4217,0.7757,Thu,1
12,31,3A,Superfast,0.4126,0.374,Fri,0
22,101,1A,Duronto,0.9923,0.4552,Tue,1
17,47,2A,Duronto,0.5499,0.9655,Wed,1
10,1,1A,Duronto,0.0757,0.6198,Fri,0
54,68,SL,Superfast,0.5746,0.2763,Thu,0
1,110,SL,Express,0.5665,0.2004,Sun,1
22,96,1A,Express,0.4804,0.4897,Thu,1
26,50,1A,Rajdhani,0.3206,0.7912,Sun,0
56,34,2A,Express,0.2479,0.1595,Sat,0
59,82,3A,Duronto,0.2056,0.5257,Sat,0
18,14,3A,Superfast,0.0913,0.6729,Wed,0
50,98,1A,Rajdhani,0.3783,0.1074,Tue,0
14,71,1A,Express,0.7196,0.7361,Tue,0
47,110,1A,Superfast,0.5797,0.8509,Fri,1
29,64,3A,Mail,0.0151,0.6997,Sat,1
12,37,1A,Express,0.8343,0.1369,Sat,1
36,85,2A,Superfast,0.3999,0.2577,Sat,0
59,16,3A,Duronto,0.7026,0.1904,Tue,0
35,79,SL,Mail,0.7637,0.8872,Thu,0
52,44,SL,Rajdhani,0.4766,0.6527,Fri,0
12,0,1A,Rajdhani,0.7924,0.5222,Wed,1
7,2,1A,Duronto,0.6097,0.5173,Mon,1
29,119,3A,Superfast,0.7964,0.7659,Tue,0
11,69,2A,Mail,0.6831,0.4169,Mon,0
33,51,SL,Express,0.1637,0.2355,Tue,0
6,52,1A,Duronto,0.2408,0.6314,Mon,1
47,2,3A,Duronto,0.4247,0.8688,Sat,0
15,110,1A,Duronto,0.379,0.4718,Mon,0
32,93,3A,Duronto,0.3107,0.3611,Sun,0
51,46,SL,Express,0.463,0.0157,Wed,0
11,74,2A,Duronto,0.5212,0.9922,Tue,1
58,90,2A,Rajdhani,0.91,0.3482,Fri,1
23,85,SL,Rajdhani,0.3,0.8753,Wed,1
26,5,2A,Duronto,0.055,0.5326,Wed,0
34,101,3A,Superfast,0.3132,0.0428,Sun,0
46,104,2A,Rajdhani,0.7162,0.3544,Fri,0
34,45,1A,Mail,0.3818,0.2419,Sat,0
29,94,SL,Superfast,0.1941,0.3992,Sun,0
4,60,SL,Duronto,0.3874,0.4093,Fri,1
17,42,1A,Express,0.72,0.6339,Fri,0
35,55,SL,Superfast,0.0936,0.6323,Sun,0
13,69,3A,Mail,0.6956,0.7236,Wed,1
41,113,3A,Superfast,0.1356,0.8773,Mon,0
39,19,3A,Rajdhani,0.9799,0.5487,Wed,1
15,46,1A,Rajdhani,0.4442,0.2791,Sun,0
55,53,SL,Express,0.3916,0.9193,Mon,0
29,40,2A,Superfast,0.5852,0.8368,Sat,0
29,74,1A,Express,0.1444,0.4047,Sun,0
11,65,3A,Superfast,0.3326,0.4254,Sun,1
52,30,SL,Duronto,0.5719,0.4465,Mon,0
32,101,SL,Superfast,0.0691,0.4027,Wed,0
2,63,1A,Superfast,0.2566,0.9364,Tue,1
47,89,3A,Duronto,0.4974,0.206,Sun,0
14,90,1A,Mail,0.6735,0.678,Fri,0
20,57,1A,Rajdhani,0.3118,0.1641,Thu,0
22,54,2A,Superfast,0.6252,0.0321,Tue,1
11,45,3A,Express,0.2513,0.0882,Tue,0
27,109,2A,Duronto,0.4345,0.0364,Thu,1
3,94,1A,Mail,0.4224,0.8131,Sun,1
17,23,1A,Rajdhani,0.0356,0.9921,Thu,1
44,76,SL,Rajdhani,0.9401,0.9441,Fri,0
56,88,SL,Express,0.7535,0.019,Wed,0
28,36,SL,Mail,0.5871,0.8137,Sun,1
29,40,2A,Express,0.3235,0.3349,Sat,1
21,24,1A,Rajdhani,0.8254,0.0839,Fri,1
47,28,3A,Superfast,0.7045,0.4011,Fri,0
16,30,1A,Duronto,0.139,0.5203,Tue,0
37,106,3A,Duronto,0.5641,0.4578,Sat,0
59,102,2A,Express,0.2638,0.1066,Sat,0
20,1,3A,Superfast,0.7262,0.9388,Wed,1
6,119,2A,Rajdhani,0.4224,0.9145,Mon,1
19,11,3A,Duronto,0.2537,0.6963,Thu,1
57,4,3A,Duronto,0.9183,0.2763,Sun,0
5,60,2A,Express,0.9107,0.662,Wed,1
3,90,3A,Mail,0.8209,0.1737,Fri,1
59,55,1A,Duronto,0.0958,0.3178,Sun,0
1,97,SL,Express,0.755,0.9407,Thu,1
58,77,SL,Rajdhani,0.0811,0.0243,Tue,0
60,70,2A,Duronto,0.1045,0.3166,Wed,0
38,36,3A,Express,0.1625,0.4823,Sat,0
15,35,2A,Mail,0.6892,0.8387,Wed,1
34,73,2A,Superfast,0.384,0.8799,Wed,0
35,28,3A,Duronto,0.8436,0.6761,Thu,0
49,79,SL,Express,0.746,0.3599,Sat,0
25,37,1A,Superfast,0.7675,0.9791,Wed,1
24,84,SL,Mail,0.9309,0.0241,Mon,0
12,101,3A,Duronto,0.5945,0.9636,Mon,0
18,40,SL,Express,0.8532,0.9471,Fri,0
15,32,2A,Superfast,0.2564,0.3943,Wed,0
44,92,2A,Rajdhani,0.9179,0.1941,Tue,0
16,111,2A,Rajdhani,0.9393,0.7993,Mon,1
27,80,1A,Express,0.3905,0.6772,Sat,0
8,12,SL,Superfast,0.3337,0.6392,Mon,1
60,5,3A,Rajdhani,0.2983,0.8139,Fri,0
46,65,1A,Duronto,0.4808,0.218,Fri,0
25,7,3A,Express,0.662,0.1792,Sun,0
17,118,2A,Mail,0.5067,0.908,Mon,1
29,117,2A,Duronto,0.5276,0.4743,Mon,0
53,63,2A,Express,0.0606,0.6871,Sat,0
8,95,SL,Rajdhani,0.8971,0.2868,Sat,1
15,99,3A,Mail,0.1744,0.4998,Thu,0
27,8,3A,Duronto,0.722,0.2337,Tue,0
46,22,1A,Superfast,0.3029,0.6063,Sat,0
50,70,SL,Mail,0.47,0.1584,Sat,0
52,94,3A,Rajdhani,0.0071,0.1488,Mon,0
7,20,1A,Mail,0.8164,0.6846,Sun,0
